id,firm_id,air,car_size,mpd,hp2wt,p_real,air_ive,car_size_ive,mpd_ive,hp2wt_ive,air_own,car_size_own,mpd_own,hp2wt_own,air_ivi,car_size_ivi,mpd_ivi,hp2wt_ivi,deltas
61,2,1,1.4365621000000002,1.7965636000000005,7.037974799999999,29.074219,966.0,2014.1696806100003,5553.1781707,10042.6782083,152,230.031109,393.8965729,1175.154867,151,228.59454689999998,392.1000093,1168.1168922,0.47535367381620686
63,2,0,1.1837,2.2457044,5.2810259,10.136954,966.0,2014.1696806100003,5553.1781707,10042.6782083,152,230.031109,393.8965729,1175.154867,152,228.847409,391.6508685,1169.8738411,0.31088909346229565
64,2,1,1.194975,2.0211341,6.8965516,21.346598,966.0,2014.1696806100003,5553.1781707,10042.6782083,152,230.031109,393.8965729,1175.154867,151,228.836134,391.87543880000004,1168.2583154,0.42428576612270097
65,2,1,1.3000681,2.2457044,5.1847053,13.694720000000002,966.0,2014.1696806100003,5553.1781707,10042.6782083,152,230.031109,393.8965729,1175.154867,151,228.73104089999998,391.6508685,1169.9701617,0.5972495841773118
67,2,0,1.09224,3.2562716,3.90625,5.6610556,966.0,2014.1696806100003,5553.1781707,10042.6782083,152,230.031109,393.8965729,1175.154867,152,228.93886899999998,390.64030130000003,1171.248617,0.0661818944914885
68,2,0,1.203531,2.4702749,4.9497848,8.913542699999999,966.0,2014.1696806100003,5553.1781707,10042.6782083,152,230.031109,393.8965729,1175.154867,152,228.827578,391.42629800000003,1170.2050821999999,0.18345090687488969
69,3,0,1.165346,2.3579898,5.100039,9.1430769,1117.0,2212.63634811,5861.9625425,11102.7068871,1,31.5644415,85.11220110000001,115.1261882,1,30.3990955,82.75421130000001,110.0261492,0.15360765848602792
70,3,1,1.2915598999999998,2.1334193,5.097164599999999,18.944145,1117.0,2212.63634811,5861.9625425,11102.7068871,1,31.5644415,85.11220110000001,115.1261882,0,30.2728816,82.97878180000001,110.0290236,0.8336545728628915
74,3,0,1.2547921,2.6948454,4.5653763,9.2922726,1117.0,2212.63634811,5861.9625425,11102.7068871,1,31.5644415,85.11220110000001,115.1261882,1,30.3096494,82.4173557,110.5608119,0.7786975532097811
75,3,0,1.041573,3.7054124,3.2910202000000006,5.0765114,1117.0,2212.63634811,5861.9625425,11102.7068871,1,31.5644415,85.11220110000001,115.1261882,1,30.5228685,81.4067887,111.835168,0.21489771080927864
78,3,0,1.1952481,2.5825603,4.0919719,10.325173,1117.0,2212.63634811,5861.9625425,11102.7068871,1,31.5644415,85.11220110000001,115.1261882,1,30.3691934,82.52964080000001,111.0342163,0.5706734292281753
82,4,0,1.074852,3.2562716,3.663985700000001,5.0489669,1117.0,2210.47691861,5853.7657214,11066.0277238,1,33.723871,93.3090222,151.8053515,1,32.649019,90.0527506,148.1413658,0.22607815113178698
86,4,1,1.316581,2.1334193,4.5441475,17.827085,1117.0,2210.47691861,5853.7657214,11066.0277238,1,33.723871,93.3090222,151.8053515,0,32.40729,91.1756029,147.261204,-1.2048676059004526
88,4,0,1.024086,2.8071306000000003,5.3162236,10.55853,1117.0,2210.47691861,5853.7657214,11066.0277238,1,33.723871,93.3090222,151.8053515,1,32.699785000000006,90.50189160000001,146.4891279,-0.20702449545214233
89,4,0,1.17705,2.4702749,4.296875,9.3947983,1117.0,2210.47691861,5853.7657214,11066.0277238,1,33.723871,93.3090222,151.8053515,1,32.546821,90.8387473,147.5084765,-0.174202917898474
100,5,0,0.87882,3.7054124,4.0109892,4.488141099999999,1118.0,2169.71978961,5652.2137436,10881.325218499998,0,74.48100000000001,294.861,336.5078568,0,73.60218,291.1555876,332.49686760000003,-0.23497444730420627
101,5,0,1.18104,2.5825603,4.961832,8.7980118,1118.0,2169.71978961,5652.2137436,10881.325218499998,0,74.48100000000001,294.861,336.5078568,0,73.29996000000001,292.2784397,331.5460248,-0.1791703028303691
110,6,1,1.2780271,2.3579898,3.905447,14.399389,1117.0,2242.92276251,5944.7167538,11213.9276283,1,1.2780271,2.3579898,3.905447,0,0.0,0.0,0.0,-0.7490552067940385
131,7,1,1.3758780000000002,1.9088489,4.9647565,25.558529,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,12,39.68257202,94.65644360000002,152.0885043,0.5808083153043339
137,7,1,1.175921,2.4702749,4.1347628,14.460597,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,12,39.88252902,94.0950176,152.918498,-1.1225981227465947
139,7,1,1.175921,2.2457044,4.6611691,18.355011,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,12,39.88252902,94.31958810000002,152.3920917,0.6913848310086208
148,7,0,0.98902601,2.8071306000000003,4.0745559,11.847744,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,13,40.06942401,93.75816190000002,152.9787049,0.09253916632892856
150,7,0,1.02942,2.8071306000000003,3.729281700000001,5.5279269,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,13,40.02903002,93.75816190000002,153.3239791,-0.7307409635472222
151,7,0,1.0349,2.8071306000000003,4.5045047,6.6526394,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,13,40.02355002,93.75816190000002,152.5487561,0.511664677381689
152,7,0,1.124635,2.8071306000000003,4.3956046,7.6472845,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,13,39.933815020000004,93.75816190000002,152.6576562,0.37734185304123474
153,7,1,1.2078,2.3579898,3.3626099000000003,11.300688,1105.0,2203.1423395900006,5850.5094511,11060.7798145,13,41.05845002,96.56529250000001,157.0532608,12,39.85065002,94.20730270000001,153.6906509,0.6661057365246953
168,8,1,1.1035441,2.0211341,5.9786477,18.859985,1095.0,2218.6426573100002,5900.925515,11080.410474699998,23,25.558132299999997,46.149228599999994,137.4226006,22,24.454588199999996,44.128094499999996,131.4439529,-0.3232439198193093
174,8,1,1.2801621,1.6842784,5.8923512,31.752102,1095.0,2218.6426573100002,5900.925515,11080.410474699998,23,25.558132299999997,46.149228599999994,137.4226006,22,24.2779702,44.4649502,131.5302494,0.4090783580067485
186,9,1,1.164415,2.1334193,5.3468699,24.177505,1114.0,2239.5431296100005,5938.5410664,11196.4455957,4,4.65766,8.5336772,21.3874796,3,3.493245,6.4002579,16.040609699999997,-0.317685427489732
224,10,0,1.1338249,2.5825603,3.6450078,8.277735700000001,1118.0,2211.62925871,5846.8040385,11107.8823301,0,32.5715309,100.2707051,109.9507452,0,31.437706,97.6881448,106.3057374,-0.2930084289840534
225,10,0,1.2266129,2.3579898,3.824522,8.4078045,1118.0,2211.62925871,5846.8040385,11107.8823301,0,32.5715309,100.2707051,109.9507452,0,31.344918,97.9127153,106.1262232,-0.7215616304674879
226,10,0,1.0426589,3.4808419,3.6734693,5.3014541,1118.0,2211.62925871,5846.8040385,11107.8823301,0,32.5715309,100.2707051,109.9507452,0,31.528872,96.7898632,106.2772759,0.7820183118690515
227,10,0,1.021662,3.0317011000000003,3.2534246,4.513389599999999,1118.0,2211.62925871,5846.8040385,11107.8823301,0,32.5715309,100.2707051,109.9507452,0,31.5498689,97.239004,106.6973206,-1.362574250024046
231,11,1,1.21562,2.4702749,4.6852121,13.003061,1108.0,2231.5921496100004,5922.9334201,11169.5890138,10,12.60864,24.1413235,48.2440615,9,11.39302,21.6710486,43.5588494,0.12128709605901353
232,11,1,1.306108,2.3579898,4.9636002,19.889059,1108.0,2231.5921496100004,5922.9334201,11169.5890138,10,12.60864,24.1413235,48.2440615,9,11.302532,21.7833337,43.2804613,-0.9414061772785086
245,12,1,1.09395,2.6948454,8.1491261,44.758995,639.0,1714.4139506100005,4634.4604488,7431.884911199999,479,529.786839,1312.6142948000002,3785.9481641,478,528.692889,1309.9194494,3777.799038,-0.11353505413833269
258,12,1,1.153587,2.919416,6.9379587,32.058151,639.0,1714.4139506100005,4634.4604488,7431.884911199999,479,529.786839,1312.6142948000002,3785.9481641,478,528.633252,1309.6948788000002,3779.0102054000004,0.20005056460870455
266,13,0,1.1072198999999998,2.919416,5.3919535000000005,9.1805668,1118.0,2206.55531301,5847.8145996,11034.506656299998,0,37.645476599999995,99.260144,183.32641900000002,0,36.5382567,96.340728,177.93446550000002,0.18204221637433285
329,16,0,1.0426589,3.4808419,3.6918869,5.241775,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.8789204,125.64716530000001,166.27687300000002,0.03275798958105033
336,16,0,1.2418559999999998,2.6948454,3.5739815000000004,7.4560056,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.6797233,126.43316180000001,166.3947784,0.40345016220767366
342,16,0,1.3496001,1.9088489,4.865390799999999,11.472839,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.5719792,127.21915830000002,165.1033691,-0.357397886884214
346,16,0,1.219476,2.6948454,3.5739815000000004,8.0298386,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.7021033,126.43316180000001,166.3947784,0.23538838015626892
349,16,0,1.3496001,1.9088489,4.9619584,11.744453,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.5719792,127.21915830000002,165.0068015,0.6593762559756494
350,16,0,1.1175569,3.1439862,3.5667107,6.8056617,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.8040224,125.98402100000001,166.40204920000002,-0.1596932667542953
351,16,0,1.153356,2.4702749,4.9797125,9.9426165,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.768223299999995,126.6577323,164.9890474,0.4760475606821402
354,16,0,1.219476,2.6948454,3.5739815000000004,7.953328599999999,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.7021033,126.43316180000001,166.3947784,-0.8149493479908384
365,16,0,1.1338249,2.5825603,3.6450078,8.3052797,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.7877544,126.54544690000002,166.3237521,-1.0290644396722528
371,16,0,1.1515031,2.6948454,3.5564053,6.7674069,1118.0,2194.2792103100005,5817.9467364,11047.864315399998,0,49.9215793,129.1280072,169.9687599,0,48.7700762,126.43316180000001,166.41235460000001,-0.8815147419423417
390,18,0,1.1163459999999998,3.5931273,4.014273200000001,5.6633515,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.44801978,383.566335,458.35632630000003,0.2941648257068721
392,18,0,0.88796002,3.9299829,3.5294118,4.8347359,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.67640576,383.22947939999995,458.84118770000003,0.09534381015272508
408,18,0,1.20183,2.6948454,4.029304,8.7758217,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.36253577999999,384.46461689999995,458.3412955,-1.0431060653470734
409,18,0,1.333872,2.0211341,3.0446548,9.671001400000002,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.23049377999999,385.1383282,459.32594470000004,0.16382618748965436
411,18,0,1.206861,2.5825603,3.8750494,7.2555475,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.35750477999999,384.57690199999996,458.4955501,0.3166625254868784
413,18,1,1.444549,1.9088489,3.9095225,11.461362,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,20,126.11981678,385.25061339999996,458.46107700000005,0.697519133926949
423,18,1,1.4910769,2.0211341,3.8220038,22.511093,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,20,126.07328887999999,385.1383282,458.5485957,0.31922877816653766
424,18,1,1.437852,1.9088489,5.953956099999999,22.376434,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,20,126.12651377999998,385.25061339999996,456.4166434,-1.2327900370576328
425,18,1,1.7197619999999998,1.9088489,3.7267082,21.412397,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,20,125.84460377999999,385.25061339999996,458.6438913,0.16157412277696206
433,18,1,1.6554,1.9088489,3.9144051,13.606732,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,20,125.90896577999999,385.25061339999996,458.4561944,-0.5954191194539276
443,18,1,1.3607761,2.2457044,4.471415,11.526396,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,20,126.20358968,384.91375789999995,457.89918450000005,-0.6105830812429129
445,18,0,1.2089101,2.5825603,3.7663336,7.6564646,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.35545567999999,384.57690199999996,458.60426590000003,0.10885354489824607
446,18,0,1.05624,3.2562716,3.6607144,6.8622804,1097.0,2116.6364238300002,5559.9152813,10755.462475799999,21,127.56436577999999,387.1594623,462.3705995,21,126.50812577999999,383.9031907,458.7098851,0.2862096142400458
450,19,1,1.3123541,2.5825603,3.8746037,10.137721,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,792.07747325,2295.4469171,3461.3808603999996,0.25494657284276306
456,19,1,1.42266,2.0211341,5.102040799999999,12.352716,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.9671673500001,2296.0083433,3460.1534232999998,-0.3487457915547465
458,19,1,1.5102719,2.0211341,4.713058,21.289215,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.87955545,2296.0083433,3460.5424061,0.7706455737606944
459,19,1,1.33955,2.0211341,4.8932385,21.679419,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,792.05027735,2296.0083433,3460.3622256,-0.025456365669384685
460,19,1,1.39345,2.1334193,4.1705284,11.629687,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.99637735,2295.8960581,3461.0849356999997,0.08772218360376811
462,19,1,1.449573,2.0211341,4.7646551,17.628159,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.94025435,2296.0083433,3460.490809,0.020692894977062008
464,19,0,1.1988,2.5825603,4.3002348,8.083397900000001,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.19102735,2295.4469171,3460.9552292999997,0.5784743131544939
472,19,1,1.4533589,1.7965636000000005,5.193306400000001,20.627392,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.93646845,2296.2329138,3460.0621576999997,-0.5755910115258956
473,19,1,1.385736,1.7965636000000005,5.2539406,22.077278,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,792.0040913500001,2296.2329138,3460.0015234999996,-0.7627028193994274
476,19,1,1.37376,1.7965636000000005,5.1724138,24.353483,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,792.0160673500001,2296.2329138,3460.0830502999997,0.14046324400186316
479,19,0,1.39776,1.7965636000000005,4.5059543,8.412394500000001,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,791.9920673500001,2296.2329138,3460.7495097999995,-0.13753821816056308
480,19,1,1.599988,2.1334193,4.470155200000001,11.113236,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.78983935,2295.8960581,3460.7853088999996,0.14432020008816226
481,19,0,1.1787601,2.8071306000000003,3.8539553,5.797246,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.21106725,2295.2223467999997,3461.4015087999996,-0.23652937848447053
483,19,0,1.322244,2.3579898,3.7237644,9.4835501,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.0675833500001,2295.6714876,3461.5316996999995,-0.25094996580783063
487,19,0,1.2507879,2.6948454,3.6053131,7.2647285,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.13903945,2295.334632,3461.650151,-0.7649735607552333
488,19,1,1.25315,1.7965636000000005,7.5268817,24.467484,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,792.13667735,2296.2329138,3457.7285823999996,0.7652716382369575
491,19,0,1.4225279,2.3579898,3.5335689,9.2884474,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,791.96729945,2295.6714876,3461.7218952,0.5865564152967709
503,19,0,0.90582001,5.1651206,3.3950617,4.5868402,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.4840073400001,2292.8643567999998,3461.8604023999997,0.06937873045713608
504,19,0,1.1129639,2.8071306000000003,4.3459735,7.976281200000001,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.2768634500001,2295.2223467999997,3460.9094905999996,0.1534207722374709
505,19,0,1.089878,3.4808419,4.163014899999999,7.949502900000001,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.29994935,2294.5486355,3461.0924492,-0.09386504574942477
507,19,1,1.425138,2.0211341,5.080049,12.16144,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.9646893500001,2296.0083433,3460.1754150999996,0.46026034507009006
510,19,1,1.425138,2.0211341,4.9624062,15.298395,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.9646893500001,2296.0083433,3460.2930579,0.2703314863252947
514,19,0,1.1908079,2.4702749,4.3685465,7.6472845,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.19901945,2295.5592025,3460.8869176,0.3845000327755863
516,19,1,1.36533,2.4702749,5.7452922,11.090282,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,792.02449735,2295.5592025,3459.5101718999995,-0.4043557778042835
526,19,1,1.4581841,2.0211341,4.7660313,16.828615,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.93164325,2296.0083433,3460.4894327999996,0.0101293023575714
531,19,0,1.36008,2.5825603,3.8773353,9.2953329,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.02974735,2295.4469171,3461.3781287999996,0.6868748838131415
534,19,1,1.432627,2.0211341,4.9864006,12.068862,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.95720035,2296.0083433,3460.2690635,-0.49655839224474574
538,19,0,1.3618441,1.7965636000000005,4.5074048,9.169854199999998,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.02798325,2296.2329138,3460.7480592999996,0.2890051936559173
540,19,0,1.19168,2.4702749,4.2868276,8.067330400000001,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.19814735,2295.5592025,3460.9686365,1.662516875863547
544,19,1,1.398455,2.4702749,5.0172467,11.143076,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,360,791.99137235,2295.5592025,3460.2382173999995,-0.18833092085649986
549,19,0,1.072235,3.2562716,3.4644194,5.5501151,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.31759235,2294.7732057999997,3461.7910446999995,-0.8796093240248123
555,19,0,1.181466,2.919416,3.8740921,6.732211099999999,757.0,1450.8109622600005,3649.0452662000002,7752.577611199999,361,793.38982735,2298.0294774,3465.2554640999997,361,792.20836135,2295.1100613999997,3461.381372,0.7785628603521246
563,20,0,1.0716031,2.5825603,4.7095761,16.029076,1118.0,2243.12918651,5944.4921833,11213.123499199999,0,1.0716031,2.5825603,4.7095761,0,0.0,0.0,0.0,-0.02711888138491845
566,21,0,1.020048,3.2562716,3.9705882,4.513389599999999,1118.0,2204.6896286100005,5826.0312682,11066.0542436,0,39.511161,121.04347539999999,151.77883169999998,0,38.491113,117.78720379999999,147.80824349999997,-0.2463247166888193
567,21,0,1.269827,2.3579898,4.2694149,7.6503448,1118.0,2204.6896286100005,5826.0312682,11066.0542436,0,39.511161,121.04347539999999,151.77883169999998,0,38.241334,118.68548559999999,147.5094168,1.136329112730159
570,22,1,1.549596,1.9088489,5.713553900000001,30.374901,1110.0,2232.39260391,5931.8039524000005,11169.688717599998,8,11.8081857,15.2707912,48.1443577,7,10.2585897,13.361942299999999,42.4308038,-0.09036671363139902
571,22,1,1.3534019,1.9088489,6.5255294,36.725323,1110.0,2232.39260391,5931.8039524000005,11169.688717599998,8,11.8081857,15.2707912,48.1443577,7,10.4547838,13.361942299999999,41.618828300000004,-0.670603901846313
572,23,0,0.84373003,3.1439862,3.5828876000000003,3.3932669,1118.0,2208.76412835,5815.0273232,11067.3517961,0,35.43666126,132.0474204,150.48127920000002,0,34.59293123,128.9034342,146.89839160000002,-0.8976013034123663
